fonKodu,firma,durum,fonKategori,sonFiyat,payAdet,portBuyukluk,yatirimciSayi,fonUnvan
SRL,PARDUS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.80359,23273741,41976286.31,2416,PARDUS PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
SSK,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,1.767431,26991020,47704767.61,572,DENİZ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON
SSS,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.413464,167503343,236759991.23,5174,YAPI KREDİ PORTFÖY SAVUNMA SANAYİİ ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
ST1,STRATEJİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,183.910077,3356916,617370617.52,2335,STRATEJİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
STI,ATLAS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.455699,11913368,17342274.38,156,ATLAS PORTFÖY SENTİMENT SERBEST FON
SUA,ÜNLÜ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.60675,4160424599,2524336047.87,1175,ÜNLÜ PORTFÖY BİRİNCİ DEĞİŞKEN FON
SUB,ÜNLÜ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.40511,273836872,110933996.89,740,ÜNLÜ PORTFÖY İKİNCİ DEĞİŞKEN FON
SUC,ÜNLÜ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,22.741283,25753196,585660723.73,513,ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON
SUR,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Hisse Senedi Fonu,1.17761,187453871,220747495.26,87,EMAA BLUE PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
SVB,STRATEJİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,9.474396,23284945,220610784.83,1258,STRATEJİ PORTFÖY AGRESİF DEĞİŞKEN FON
TAL,ATLAS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Ve Diğer Kıymetli Madenler Fonu,2.741991,12170171,33370494.39,735,ATLAS PORTFÖY ALTIN KATILIM FONU
TAR,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,2.573248,53918463,138745560.5,6679,AK PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON
TAU,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.656441,3906169449,2564171586.04,34490,İŞ PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
TBT,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,55.472215,9949925,551944350.21,2543,TEB PORTFÖY BORÇLANMA ARAÇLARI FONU
TBV,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.420847,2896733833,1219081914.99,7805,İŞ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU
TCA,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,0.777967,17436184720,13564777318.36,45430,ZİRAAT PORTFÖY ALTIN KATILIM FONU
TCB,TACİRLER PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,0.240866,12910510295,3109697136.39,4622,TACİRLER PORTFÖY PARA PİYASASI FONU
TCC,TACİRLER PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.080794,5163657260,417190479.84,409,TACİRLER PORTFÖY SERBEST ( DÖVİZ ) FON
TCD,TACİRLER PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,48.650162,29513010,1435812709.6,11582,TACİRLER PORTFÖY DEĞIŞKEN FON
TCF,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,4.656702,690791628,3216810528.76,2760,TEB PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU
TDG,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.528144,1253685853,662126542.97,2078,İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU
TE3,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,41.800031,27657447,1156082154.19,2961,TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON
TE4,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,6.723231,376995668,2534629019.14,1523,TEB PORTFÖY BİRİNCİ DEĞİŞKEN FON
TEJ,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,2.728295,259052058,706770391.21,1308,AZİMUT PORTFÖY TEKNOLOJİ FON SEPETİ FONU
TFF,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Yabancı Fon Sepeti Fonu,43.243046,30598528,1323173556.32,8951,TEB PORTFÖY AMERİKA TEKNOLOJİ YABANCI BYF FON SEPETİ FONU
TFU,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,1.307395,157951899,206505588.7,1206,İŞ PORTFÖY TÜFEYE ENDEKSLİ BORÇLANMA ARAÇLARI (TL) FONU
TGA,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.481038,1689263115,812599093.67,6159,GARANTİ PORTFÖY AGRESİF DEĞİŞKEN FON
TGE,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Yabancı Fon Sepeti Fonu,0.307921,10005039283,3080761082.92,38108,İŞ PORTFÖY EMTİA YABANCI BYF FON SEPETİ FONU
TGR,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,6.648946,15826077,105226724.71,5588,AK PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON
THD,TRIVE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,2.727956,3131446,8542447.46,196,TRIVE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON)
THF,TERA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,2.933679,49966084222,146584471992.98,200072,TERA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
THT,TRIVE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.182233,30801811,5613096.75,321,TRİVE PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
TI2,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.128651,25604058433,3293989846.48,20563,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
TI3,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.114314,17531290092,2004063271.08,21229,İŞ PORTFÖY İŞ BANKASI İŞTİRAKLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
TI4,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.066435,28942245610,1922780908.58,13889,İŞ PORTFÖY TEMKİNLİ DEĞİŞKEN FON
TI6,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.055315,11893914998,657910032.5,5051,İŞ PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU
TI7,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,80.003545,14698404,1175924422.63,9624,İŞ PORTFÖY DENGELİ DEĞİŞKEN FON
TIE,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.782126,2742231954,2144771455.42,20829,İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
TIL,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.412904,59668646,84306094.62,1681,İŞ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
TJF,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,5.323915,10086652,53700477.02,537,TEB PORTFÖY SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU
TJI,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,6.528867,76938091,502318576.39,879,TEB PORTFÖY İKİNCİ FON SEPETİ FONU
TJT,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,68.453476,31816619,2177958179.87,1820,TEB PORTFÖY ALTINCI SERBEST (DÖVİZ-AVRO) FON
TKF,TACİRLER PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,68.89792,14285169,984218428.57,4225,TACİRLER PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
TLE,AURA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,28.366798,18742123,531654014,899,AURA PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU
TLH,AURA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,27.093907,4650717,126006093.64,312,AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
TLK,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.813537,1892858028,3432768371.75,1269,AKTİF PORTFÖY PARA PİYASASI KATILIM (TL) FONU
TLV,TERA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.402046,3053535040,4281196029.02,11552,TERA PORTFÖY PARA PİYASASI KATILIM (TL) FONU
TLY,TERA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,10133.510887,24394721,247204170828.41,102462,TERA PORTFÖY BİRİNCİ SERBEST FON
TLZ,ATA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,19.368719,3883424,75216946.9,869,ATA PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
TMC,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.16526,775342741,128132875.08,11349,İŞ PORTFÖY TEMA DEĞİŞKEN FON
TMG,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.454525,3517748318,5116653760.67,36012,İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU
TMM,TERA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,76.003786,24874732,1890573807.8,1927,TERA PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON
TMU,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,1.456654,39213323,57120234.35,93,AZİMUT PORTFÖY TEMKİNLİ FON SEPETİ FONU
TMZ,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,2.010183,26658680,53588818.78,2579,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK VE TARIM FON SEPETİ FONU
TND,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.540048,125781696,193709901.3,510,İŞ PORTFÖY TTF TENİSE DESTEK DEĞİŞKEN FON
TOT,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,976.021311,119627,116758501.43,639,TEB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU
TP2,TERA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,2.240793,108444211070,243001029089,168935,TERA PORTFÖY PARA PİYASASI (TL) FONU
TPC,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,12.946426,435017892,5631927136.25,11834,TEB PORTFÖY KIYMETLİ MADENLER FON SEPETİ FONU
TPF,TACİRLER PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,11.326325,11148171,126267804.28,512,TACİRLER PORTFÖY BORÇLANMA ARAÇLARI FONU
TPJ,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,79.566497,30151377,2399039443.29,1489,TEB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON
TPL,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,21.250851,23470726,498772911.51,1523,TEB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU
TPP,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,77.853564,23871000,1858442416.53,391,TEB PORTFÖY PUSULA SERBEST FON
TPV,AURA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,10.595808,758189,8033624.93,43,AURA PORTFÖY İKİNCİ DEĞİŞKEN FON
TPZ,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,28.877633,5329860,153913742.37,1503,TEB PORTFÖY KİRA SERTİFİKALARI (DÖVİZ) KATILIM FONU
TRJ,TERA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,2.233603,1238767161,2766913534.02,4937,TERA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU
TRO,TRIVE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Ve Diğer Kıymetli Madenler Fonu,2.515919,10694952,26907629.09,360,TRIVE PORTFÖY ALTIN FONU
TRU,TERA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.539551,185358049,285368230.43,300,TERA PORTFÖY KATILIM SERBEST (DÖVİZ) FON
TTA,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Fonu,0.617918,42228753826,26093906032.02,224426,İŞ PORTFÖY ALTIN FONU
TTE,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.525237,2210993951,3372290374.48,45226,İŞ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
TTL,TACİRLER PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,39.559786,7861959,311017418.83,342,TACİRLER PORTFÖY KARTOPU SERBEST FON
TTV,TACİRLER PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,8.976105,302072640,2711435875.58,36,TACİRLER PORTFÖY VEGA SERBEST (TL)  FON
TUA,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Fonu,1.453533,10286399318,14951618956.63,31048,TEB PORTFÖY ALTIN FONU
TVE,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.131131,201708917,228159190.79,351,EMAA BLUE PORTFÖY TARIM VE GIDA SEKTÖRÜ KATILIM FONU
TVN,TRIVE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,3.009686,4141535,12464719.82,533,TRIVE PORTFÖY BİRİNCİ FON SEPETİ FONU
TYH,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,2.096843,496419892,1040914418.06,6158,TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
TZD,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,2.574208,264820844,681703990.85,7935,ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
TZT,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.172851,1920379105,331938944.95,5834,ZİRAAT PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU
ULH,ÜNLÜ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,6.574461,193048386,1269189048.06,235,ÜNLÜ PORTFÖY ONUNCU SERBEST FON
UNT,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.6037,5709869606,9156919718.7,285,İŞ PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON
UP1,ÜNLÜ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Ve Diğer Kıymetli Madenler Fonu,6.214784,223382876,1388276276.58,1425,ÜNLÜ PORTFÖY ALTIN FONU
UP2,ÜNLÜ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,4.330729,702824082,3043740726.82,321,ÜNLÜ PORTFÖY PARA PİYASASI SERBEST FON
UPD,ÜNLÜ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,22.256285,110158976,2451729558.35,251,ÜNLÜ PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON
UPH,ÜNLÜ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,30.835769,3446060,106261910.27,502,ÜNLÜ PORTFÖY HİSSE SENEDİ (TL) FONU(HİSSE SENEDİ YOĞUN FON)
UPP,ÜNLÜ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,7.212334,369656520,2666086152.57,913,ÜNLÜ PORTFÖY PARA PİYASASI (TL) FONU
URA,ATA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.839347,328552982,604322802.09,8838,ATA PORTFÖY ENERJİ DEĞİŞKEN FON
USY,ÜNLÜ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.264845,5152021111,1364486227.35,390,ÜNLÜ PORTFÖY DEĞER YATIRIMLARI SERBEST FON
VAY,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.59339,30585619,48734812.67,2929,AK PORTFÖY DEĞER ODAKLI 100 ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
VCY,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,3.452336,46113118,159197987.62,12077,AK PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON
VFK,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Kisa Vadeli Kira Sertifikalari Katilim Fonu,5.605341,872407304,4890140842.24,5798,ZİRAAT PORTFÖY İKİNCİ KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU
VFO,V PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.004895,402888794,404860751.86,8537,V PORTFÖY ALTIN KATILIM FONU
VHK,V PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Hisse Senedi Fonu,0.990783,17397017,17236674.79,680,V PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
VHS,VAKIF KATILIM PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Hisse Senedi Yoğun,0.990325,58634673,58067368.19,498,VAKIF KATILIM PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
VKK,VAKIF KATILIM PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.11208,81283878,90394142.24,517,VAKIF KATILIM PORTFÖY KİRA SERTİFİKALARI KATILIM FONU
VKV,VAKIF KATILIM PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.111643,2857826499,3176882119.94,1062,VAKIF KATILIM PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM FONU
VLT,VAKIF KATILIM PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.015477,72541188,73663889.08,707,VAKIF KATILIM PORTFÖY ALTIN KATILIM FONU
VMV,VEGA PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,2.858191,2579794157,7373545449.02,141,VEGA PORTFÖY MAVİ SERBEST FON
VNK,VEGA PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,2.456836,1394930320,3427115309.89,225,VEGA PORTFÖY ANKA SERBEST FON
VPA,VAKIF KATILIM PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.138585,5514434187,6278650509.48,3369,VAKIF KATILIM PORTFÖY PARA PİYASASI KATILIM FONU
VPD,V PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,1.007574,8557557,8622370.19,166,V PORTFÖY BİRİNCİ DEĞİŞKEN FON
VPE,V PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,1.007212,7719078,7774749.32,134,V PORTFÖY İKİNCİ DEĞİŞKEN FON
VPH,V PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Hisse Senedi Fonu,1.020781,35347238,36081793.3,695,V PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
VPP,VEGA PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,54.976451,24748701,1360595748.87,561,VEGA PORTFÖY PARLA SERBEST (DÖVİZ) FON
VPS,VEGA PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,0.83535,1080107437,902267244.58,5306,VEGA PORTFÖY SALUR HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
VRK,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Katılım Fonu,1.34262,34222458,45947770.43,164,DENİZ PORTFÖY ÇOKLU VARLIK KATILIM FONU
YAC,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,14.809994,367063459,5436207636.67,9779,YAPI KREDİ PORTFÖY İKİNCİ FON SEPETİ FONU
YAE,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,1.211898,57777104,70019977.18,620,YAPI KREDİ PORTFÖY TLREF'E ENDEKSLİ BORÇLANMA ARAÇLARI (TL) FONU
YAK,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Karma Fon,5.281621,216903031,1145599634.82,107883,YAPI KREDİ PORTFÖY KARMA FON
YAN,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,14.887798,126848888,1888500665.69,3603,YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU
YAS,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,15.312779,427660477,6548670355.12,61023,YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)
YAY,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1806.720853,7211803,13029714866.42,43688,YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU
YBE,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,1.849668,2690020482,4975644934.3,13929,YAPI KREDİ PORTFÖY EUROBOND (DOLAR) BORÇLANMA ARAÇLARI FONU
YBH,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,53.799137,11815534,635665531.59,585,YAPI KREDİ PORTFÖY 5-15 YIL VADELİ SERBEST (DÖVİZ) FON
YBR,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,56.116763,116809542,6554973375.33,2618,İŞ PORTFÖY YİRMİBİRİNCİ SERBEST (DÖVİZ) FON
YBS,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.149176,14305501253,2134036422.4,11983,YAPI KREDİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU
YCK,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,4.566498,88326957,403344883.11,173,YAPI KREDİ PORTFÖY CİHANGİR SERBEST FON
YCP,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,8.750244,118556481,1037398171.35,1986,YAPI KREDİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
YCY,İSTANBUL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,4.176453,90811911,379271711.61,276,İSTANBUL PORTFÖY KATILIM FON SEPETİ FONU
YDI,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.478021,2408156522,1151149275.26,6893,YAPI KREDİ PORTFÖY MODEL PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
YDP,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,2.314148,190299695,440381711.18,2601,YAPI KREDİ PORTFÖY BİRİNCİ DEĞİŞKEN FON
YEF,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.010042,2450520377,2475127791.65,15037,YAPI KREDİ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
YFV,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,0.107524,8577401455,922276102.5,7509,YAPI KREDİ PORTFÖY KİRA SERTİFİKALARI KATILIM FONU
YGM,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,3.451509,163366615,563861297.61,1894,YAPI KREDİ PORTFÖY EMTİA SERBEST FON
YHB,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,2.391252,113327127,270993709.99,7113,YAPI KREDİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
YHI,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.50016,37913687,56876593.5,231,YAPI KREDİ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
YHK,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,2.046778,624395686,1277999508.74,7217,YAPI KREDİ PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
