fonKodu,firma,durum,fonKategori,sonFiyat,payAdet,portBuyukluk,yatirimciSayi,fonUnvan
PHI,PİRAMİT PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Hisse Senedi Fonu,1.602691,51203829,82063916.58,136,PİRAMİT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
PHK,PHİLLİP PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.637694,51818446,84862783.22,313,PHİLLİP PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
PID,PİRAMİT PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,1.913203,28141096,53839619,99,PİRAMİT PORTFÖY DEĞİŞKEN FON
PIL,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,3.82438,108994771,416837412.61,7679,ROTA PORTFÖY PİL TEKNOLOJİLERİ VE ENERJİ FON SEPETİ FONU
PIP,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.726224,3368379292,5814578514.9,378,GARANTİ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON
PIR,PİRAMİT PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Altın Ve Diğer Kıymetli Madenler Fonu,1.670106,62669445,104664601.75,851,PİRAMİT PORTFÖY ALTIN FONU
PIS,PARDUS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.50228,850101507,1277090121.38,196,PARDUS PORTFÖY İKİNCİ KISA VADELİ SERBEST (TL) FON
PJL,PHİLLİP PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,5.331189,231467312,1233995899.62,790,PHİLLİP PORTFÖY PARA PİYASASI FONU
PJP,PERFORM PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,50.610432,8054932,407663585.21,14,PERFORM PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON
PK1,AHLATCI PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.073115,9807301,10524358.78,156,AHLATCI PORTFÖY PARA PİYASASI KATILIM (TL) FONU
PKD,PUSULA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.932584,7247236,6758659.04,104,PUSULA PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
PKF,ATA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,4.730486,81960053,387710866.49,1538,ATA PORTFÖY ALTIN KATILIM FONU
PKP,ATA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.290596,322169130,415790269.58,99,ATA PORTFÖY PARA PİYASASI KATILIM SERBEST FON
PKR,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.575359,355408438,559895911.64,204,ROTA PORTFÖY PARA PİYASASI KATILIM FONU
PKT,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.635848,5386321475,8811202317.33,1125,YAPI KREDİ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON
PKV,PARDUS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,2.117938,6524473127,13818430403.4,2873,PARDUS PORTFÖY KISA VADELİ SERBEST (TL) FON
PLR,OSMANLI PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,1.715308,465428590,798353247.69,965,OSMANLI PORTFÖY PARA PİYASASI FONU
PMP,PARDUS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.753639,16390550,12352558.5,367,PARDUS PORTFÖY MODEL PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
PO9,PARDUS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.687699,285962383,196655985.8,137,PARDUS PORTFÖY ONDOKUZUNCU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
POS,PARDUS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.154832,60904799,70334832.57,332,PARDUS PORTFÖY ONBEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
PP1,PARDUS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.715832,19355192,33210257.5,241,PARDUS PORTFÖY BİRİNCİ KATILIM FONU
PPB,PHİLLİP PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,10.336758,37380357,386391721.31,1472,PHİLLİP PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
PPD,PERFORM PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,35.219145,63125320,2223219819.03,105,PERFORM PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
PPE,PHİLLİP PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,63.110582,11807820,745198389.37,62,PHİLLİP PORTFÖY SERBEST (DÖVİZ) FON
PPG,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.490515,1277636118,1904335938.45,1683,ALBARAKA PORTFÖY PARA PİYASASI KATILIM FONU
PPH,PARDUS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.577543,32803217,51748479.15,2234,PARDUS PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
PPI,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,2.342831,2344506564,5492783250.79,2957,YAPI KREDİ PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU
PPJ,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.900131,39344767623,74760212467.32,6606,AK PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON
PPK,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,2.308823,2635122773,6084032294.61,3137,QNB PORTFÖY PARA PİYASASI KATILIM (TL) FONU
PPM,PİRAMİT PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,2.225136,60161232,133866947.11,140,PİRAMİT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
PPN,NUROL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,5.925175,2114335610,12527809144.57,13168,NUROL PORTFÖY PARA PİYASASI (TL) FONU
PPP,PERFORM PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,3.202976,1378099804,4414020555.82,357,PERFORM PORTFÖY PARA PİYASASI (TL) FONU
PPS,PHİLLİP PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,4.364534,266390174,1162669031.65,2167,PHİLLİP PORTFÖY BİRİNCİ SERBEST FON
PPT,ATLAS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,3.374537,801414182,2704401953.76,3913,ATLAS PORTFÖY PARA PİYASASI (TL) FONU
PPV,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.181086,2193729812,2590982611.05,175,AKTİF PORTFÖY PARA PİYASASI SERBEST (TL) FON
PPZ,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,6.760469,1682608974,11375225862.27,8307,AZİMUT PORTFÖY PARA PİYASASI (TL) FONU
PRD,PİRAMİT PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Para Piyasası Fonu,2.406789,186306825,448401291.83,605,PİRAMİT PORTFÖY PARA PİYASASI (TL) FONU
PRH,AURA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,2.244452,277759205,623417267.85,275,AURA PORTFÖY PARA PİYASASI (TL) FONU
PRR,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.369171,479963326,657151713.95,158,INVEO PORTFÖY PARA PİYASASI KATILIM (TL) FONU
PRU,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,3.775604,803925881,3035305721.15,1364,ALLBATROSS PORTFÖY KISA VADELİ SERBEST (TL) FON
PRV,ASTRA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.379749,1746689785,2409993768.33,70,ASTRA PORTFÖY PARA PİYASASI SERBEST FON
PSE,ATLAS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.933804,12613796995,24392607661.88,5739,ATLAS PORTFÖY PARA PİYASASI SERBEST FON
PSH,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,1.053116,15973472,16821917.28,334,DENİZ PORTFÖY PERAKENDE SEKTÖRÜ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
PSL,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,8.656897,28754816,248927483.84,50,AZİMUT PORTFÖY 8.0 SERBEST FON
PTE,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.744606,31358827944,54708810250.77,4860,TEB PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON
PTF,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.471537,754209818,1109847474.76,284,QNB PORTFÖY TREND SERBEST FON
PTN,PHİLLİP PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Ve Diğer Kıymetli Madenler Fonu,1.613111,562709839,907713348.93,854,PHİLLİP PORTFÖY ALTIN FONU
PTO,PARDUS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.868475,111617588,208554622.59,3045,PARDUS PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
PTP,AHLATCI PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Para Piyasası Fonu,1.226436,93033217,114099290.16,302,AHLATCI PORTFÖY PARA PİYASASI (TL) FONU
PTS,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.64412,5638664398,9270638671.01,1010,QNB PORTFÖY PARA PİYASASI SERBEST (TL) FON
PUC,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,7.58138,191033701,1448299037.05,732,AK PORTFÖY BİRİNCİ KISA VADELİ SERBEST (TL)  FON
PUH,PERFORM PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.641351,272872041,447878829.49,24,PERFORM PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
PUK,PUSULA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.476968,374443639,553041353.39,4943,PUSULA PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
PVK,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,5.913505,6464198358,38226068850.95,8250,ALBARAKA PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON
PYR,PARDUS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.189085,44192109,52548178.27,1041,PARDUS PORTFÖY YİRMİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
RAF,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,3.869157,43292971,167507305.77,13,ROTA PORTFÖY ALTINCI SERBEST FON
RBA,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,21.486072,83990678,1804629779.26,5354,ALBARAKA PORTFÖY BEREKET VAKFI NA DESTEK ALTIN KATILIM FONU
RBB,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,1.704386,12863012,21923539.71,38,RE-PIE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU
RBF,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,1.821317,5680514,10346018.38,78,ROTA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU
RBH,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Yoğun,34.318665,27457034,942288762.06,5209,ALBARAKA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
RBI,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,61.375186,1187846,72904268.98,107,RE-PIE PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON
RBK,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,8.936998,4861634,43448413.51,1129,ALBARAKA PORTFÖY KATILIM FONU
RBL,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.851543,127282493,235669039.15,807,QNB PORTFÖY ROBOTİK VE BLOCKCHAİN TEKNOLOJİLERİ SERBEST FON
RBN,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.498382,24595073,36852815.89,131,RE-PIE PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
RBP,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,2.330915,924052703,2153888605.3,1190,RE-PIE PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU
RBR,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,3.954739,34323776,135741583.74,957,RE-PIE  PORTFÖY BİRİNCİ KATILIM SERBEST FON
RBT,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Kira Sertifikası Fonu,6.751821,212972887,1437954704.79,2969,ALBARAKA PORTFÖY KİRA SERTİFİKALARI  KATILIM FONU
RBV,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Kisa Vadeli Kira Sertifikalari Katilim Fonu,7.087099,1265566444,8969194333.54,18372,ALBARAKA PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU
RCV,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.775552,35783734,63535888.16,141,AZİMUT PORTFÖY BİRİNCİ ÇOKLU VARLIK KATILIM FONU
RD1,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.936303,34199574,66220738.26,145,ROTA PORTFÖY BİRİNCİ DEĞİŞKEN FON
RDF,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.647113,238432319,392724998.42,560,ROTA PORTFÖY DOKUZUNCU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
RDT,PHİLLİP PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.928261,85651683,79507158.88,62,PHİLLİP PORTFÖY RODOSTO SERBEST FON
RFM,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,1.1621,66369040,77127432.88,599,ROTA PORTFÖY ENERJİ VE METAL FON SEPETİ FONU
RGD,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.137419,23071947,26242481.43,122,RE-PIE PORTFÖY AGRESİF DEĞİŞKEN FON
RGH,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.151251,31804605,36615096.39,25,RE-PIE PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
RHI,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.745,33943619,59231603.34,436,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
RHS,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,7.399716,104556325,773687090.34,1450,ROTA PORTFÖY HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON)
RIA,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.398952,9649913,13499761.02,48,ROTA PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
RIH,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,10.86453,9516011,103386983.59,983,RE-PIE PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
RIK,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,5.516834,92491347,510259431.92,3435,RE-PIE PORTFÖY İKİNCİ DEĞİŞKEN FON
RJG,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,3.439206,16509867,56780827.58,541,RE-PIE PORTFÖY ALTIN KATILIM FONU
RKC,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.778128,16989952,30210301.28,258,ROTA PORTFÖY İKİNCİ DEĞİŞKEN FON
RKH,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.040498,8009634,8334008.61,72,RE-PIE PORTFÖY KATILIM HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
RKS,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,2.084422,44024515,91765661.09,148,ROTA PORTFÖY KİRA SERTİFİKALARI KATILIM FONU
RKV,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,2.664466,191871402,511234920.98,219,RE-PIE PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON
RLH,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.729373,162752764,281460316.87,38,ROTA PORTFÖY YİRMİNCİ SERBEST FON
ROF,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,3.385159,153323931,519025817.91,375,ROTA PORTFÖY ONUNCU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
RPC,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,5.214678,4591860,23945072.06,564,ROTA PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON
RPD,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,14.470248,17342024,250943384.65,1781,RE-PIE PORTFÖY BİRİNCİ DEĞİŞKEN FON
RPG,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Fonu,6.178434,157031547,970209007.54,1658,ROTA PORTFÖY ALTIN FONU
RPI,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.506315,10242870,15428986.83,311,ROTA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
RPL,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.771543,70047587,124092292.72,15,RE-PIE PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON
RPM,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,4.516592,21411312,96706158.6,2982,ROTA PORTFÖY İLAÇ VE MEDİKAL TEKNOLOJİLERİ DEĞİŞKEN FON
RPN,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,5.170521,159059117,822418558.1,23,ROTA PORTFÖY NEV SERBEST FON
RPP,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,5.091431,1266243407,6446991359.06,7502,ROTA PORTFÖY PARA PİYASASI (TL) FONU
RPS,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,64.27477,2729479,175436635.32,93,ROTA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON
RPT,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,5.273755,233741749,1232696764.4,166,ROTA PORTFÖY İKİNCİ SERBEST (TL) FON
RPX,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,64.026148,9629197,616520395.92,122,ROTA PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON
RRA,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.539917,755407346,1163264636.74,169,ROTA PORTFÖY PARA PİYASASI SERBEST FON
RRP,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.6858,429412712,723903906.72,81,RE-PIE PORTFÖY PARA PİYASASI KATILIM (TL) FON
RS1,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.657226,473977762,785488485.2,123,ROTA PORTFÖY BİRİNCİ KISA VADELİ SERBEST FON
RSK,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.951174,128130467,250004782.76,223,ROTA PORTFÖY ONSEKİZİNCİ SERBEST FON
RTD,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,2.019826,11998047,24233972.43,435,RE-PIE PORTFÖY TEKNOLOJİ DEĞİŞKEN FON
RTG,ATA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,5.636489,41668048,234861496.38,4709,ATA PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON
RTH,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,5.878646,2644036,15543350.76,228,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
RTP,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,11.945756,22410387,267709004.86,1193,RE-PIE PORTFÖY BİRİNCİ SERBEST FON
RUT,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,2.459966,69284452,170437387.28,4575,BV PORTFÖY ROBOTİK VE UZAY TEKNOLOJİLERİ DEĞİŞKEN FON
RYF,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,13.21287,32716160,432274376.65,61,ROTA PORTFÖY YEDİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
SAS,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.617811,580712303,939482469.17,40699,AK PORTFÖY SABANCI TOPLULUĞU ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
SBH,SPARTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.739829,190066761,330683627.79,603,SPARTA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
SD1,SPARTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.024287,47678509,48836498.22,178,SPARTA PORTFÖY BİRİNCİ DEĞİŞKEN FON
SFS,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,1.42485,22288637,31757962.2,81,AZİMUT PORTFÖY AGRESİF FON SEPETİ FONU
SGK,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,0.980224,200537689,196571817.65,79,EMAA BLUE PORTFÖY BİYOTEKNOLOJİ VE SAĞLIK SEKTÖRÜ DEĞİŞKEN FON
SGT,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.994485,95751688,190975280.49,2674,GARANTİ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON
SHC,STRATEJİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.066463,76519797,81605533.31,147,STRATEJİ PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
SHE,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,3.578759,15186516,54348884.29,631,TEB PORTFÖY ÖNCE KADIN DEĞİŞKEN FON
SHU,SPARTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.447885,174771209,253048623.96,23,SPARTA PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
SKO,STRATEJİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.676543,119980340,201152236.45,3003,STRATEJİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
SKZ,NEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.060691,158206206,167807964.57,623,NEO PORTFÖY SEKİZİNCİ SERBEST FON
SLG,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.388881,333674440,463434143.31,725,QNB PORTFÖY ALGORİTMİK STRATEJİLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
SNY,ATLAS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.301045,295241299,384122106.29,415,ATLAS PORTFÖY SANAYİ SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
SOS,HEDEF PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,1.652088,19617132,32409224.58,516,HEDEF PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON
SPE,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,109.66567,41544320,4555985684.24,1262,AZIMUT PORTFÖY 5.0 SERBEST (DÖVIZ) FON
SPN,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,10.178795,156256087,1590498733.97,352,AZİMUT PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
SPP,SPARTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,1.638698,217738761,356808143.69,675,SPARTA PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU
SPR,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.285667,6571771,8449110.96,161,BV PORTFÖY SPOR ENDÜSTRİSİ DEĞİŞKEN FON
SPT,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,2.200924,44541768,98033063.69,896,AKTİF PORTFÖY KATILIM FON SEPETİ FONU
