fonKodu,firma,durum,fonKategori,sonFiyat,payAdet,portBuyukluk,yatirimciSayi,fonUnvan
DPI,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,9.077448,36757287,333662377.57,146,DENİZ PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
DPK,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Katılım Fonu,8.859926,105432752,934126357.49,1378,DENİZ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU
DPT,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,17.539958,17780483,311868918.13,5053,DENİZ PORTFÖY BİST TEMETTÜ 25 ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )
DRA,NEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.109701,32635983,36216180.41,40,NEO PORTFÖY DORA SERBEST FON
DRT,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,1.190553,23230269,27656873.85,501,DENİZ PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON
DSD,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,72.215981,53286035,3848103291.94,1390,DENİZ PORTFÖY İKİNCİ SERBEST (DÖVİZ_AVRO) FON
DSP,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Fon Sepeti Fonu,14.738234,9771551,144015407.26,1217,DENİZ PORTFÖY DENGELİ FON SEPETİ FONU
DTH,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Hisse Senedi Fonu,1.229027,158603739,194928312.52,208,EMAA BLUE PORTFÖY DÖNÜŞÜM TEKNOLOJİLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
DTL,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,3.749595,37985001,142428374.61,3045,DENİZ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
DTM,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,1.43896,41706835,60014482.34,2694,DENİZ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER DEĞİŞKEN FON
DTZ,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,5.22639,110696910,578545214.03,8290,AK PORTFÖY ROBOTİK TEKNOLOJİLER DEĞİŞKEN FON
DUD,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,52.021608,7898808,410908696,260,DENİZ PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON
DUV,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Borçlanma Araçları Fonu,1.329833,43304430,57587648.72,213,DENİZ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU
DVS,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,1.614314,2729501563,4406271849.39,365,DENİZ PORTFÖY KISA VADELİ SERBEST (TL) FON
DVT,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,9.891435,89661587,886881777.07,10944,DENİZ PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON
DXP,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,1.758558,24392294,42895260.99,1022,DENİZ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
DYN,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,4.419377,12776731,56465188.13,1594,DENİZ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON
DZE,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,0.934586,195099300,182337043.97,2886,DENİZ PORTFÖY BIST 100 ENDEKSİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)
DZM,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,87.58412,124347110,10890832175.32,4036,DENİZ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON
EBD,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.265014,297815001,78925013.71,560,GLOBAL MD PORTFÖY İKİNCİ DEĞİŞKEN FON
EBI,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,57.033624,14178304,808640057.65,25,EMAA BLUE PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON
EBS,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,49.762426,93596380,4657582915.22,34,EMAA BLUE PORTFÖY BİRİNCİ SERBEST (DÖVİZ-ABD DOLARI) FON
EC2,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,80.870366,730281,59058075.5,1843,GLOBAL MD PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)
ECA,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.980653,217921604,431627072.22,1201,GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON
EDN,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,1.047856,268517706,281367847.64,35,EMAA BLUE PORTFÖY DENGELİ DEĞİŞKEN FON
EDP,NEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.202814,159183439,191468036.29,84,NEO PORTFÖY KORUNCUK EĞİTİME DESTEK PARA PİYASASI SERBEST FON
EDT,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,2.320919,419574648,973798875.66,602,DENİZ PORTFÖY TED EĞİTİME DESTEK SERBEST FON
EDU,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,3.679544,101194741,372350545.48,693,İŞ PORTFÖY TEV EĞİTİME DESTEK DEĞİŞKEN FON
EGR,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,1.006063,262244207,263834314.4,119,EMAA BLUE PORTFÖY AGRESİF DEĞİŞKEN FON
EIB,ASTRA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.691062,442358247,305697039.61,486,ASTRA PORTFÖY DEĞİŞKEN FON
EID,ASTRA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.80623,46888813,84691979.07,1793,ASTRA PORTFÖY HİSSE SENEDİ FONU (HİSSE YOĞUN FON)
EIL,ASTRA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,5.431833,178697786,970656458.23,1343,ASTRA PORTFÖY PARA PİYASASI (TL) FONU
EKF,ASTRA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,0.140617,8333838388,1171882227.98,4793,ASTRA PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU
ELZ,ASTRA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,12.829208,17500997,224523929.72,683,ASTRA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
EML,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.202067,34208089,41120425.8,954,AK PORTFÖY EMLAK SEKTÖRÜ DEĞİŞKEN FON
ENJ,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.306626,48756835,63706957.69,650,AKTİF PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
EP1,EMLAK KATILIM PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.097633,11807235873,12960008096.66,2147,EMLAK KATILIM PORTFÖY PARA PİYASASI KATILIM (TL) FONU
EPA,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.415314,420701815,595425250.29,165,EMAA BLUE PORTFÖY PARA PİYASASI KATILIM (TL) FONU
EPI,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.050748,252455849,265267509.89,329,EMAA BLUE PORTFÖY İNŞAAT SEKTÖRÜ KATILIM FONU
EPK,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Fon Sepeti Fonu,1.357992,169672718,230414199.36,1442,EMAA BLUE PORTFÖY KIYMETLİ MADENLER KATILIM FON SEPETİ FONU
EPP,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,1.523443,1264861639,1926944429.98,57,EMAA BLUE PORTFÖY PARA PİYASASI SERBEST FON
EPT,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Para Piyasası Fonu,1.372637,984073466,1350775160,71,EMAA BLUE PORTFÖY PARA PİYASASI (TL) FONU
ESG,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,4.157519,2695552,11206808.71,78,AKTİF PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK SERBEST FON
ESP,AURA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.236343,69484224,16422118.02,256,AURA PORTFÖY EMTİA SERBEST FON
ETN,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,1.026522,220135325,225973845.68,20,EMAA BLUE PORTFÖY TEMKİNLİ DEĞİŞKEN FON
EUN,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,63.906618,93200671,5956139652.56,3477,GARANTİ PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON
EUZ,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,63.561414,2314220029,147095098080.22,38687,GARANTİ PORTFÖY SERBEST (DÖVİZ-AVRO) FON
EVL,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,0,0,0,0,EMAA BLUE PORTFÖY ÇOKLU VARLIK KATILIM FONU
EVM,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,1.144667,52561976,60165972.54,651,DENİZ PORTFÖY ENERJİ VE MADENCİLİK SEKTÖRÜ DEĞİŞKEN FON
EYT,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,3.01304,13640039,41097987.03,469,AKTİF PORTFÖY İKİNCİ FON SEPETİ FONU
FAK,FONMAP PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.28276,15550285,19947281.35,352,FONMAP PORTFÖY ALTIN KATILIM FONU
FAL,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Ve Diğer Kıymetli Madenler Fonu,1.240784,260062461,322681254.4,589,ONE PORTFÖY ALTIN FONU
FBC,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.831093,96206229,176162566.17,5658,ONE PORTFÖY KAR PAYI ÖDEYEN KATILIM FONU
FBI,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,53.94695,317956390,17152777318.65,4967,FİBA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON
FBV,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,7.549895,82241470,620914441.59,1866,İŞ PORTFÖY MODEL SERBEST FON
FBZ,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,4.730819,62444703,295414583.49,394,FİBA PORTFÖY TEKNOLOJİ SERBEST FON
FCK,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.75156,241831948,423583255.37,532,ONE PORTFÖY ÇOKLU VARLIK KATILIM FONU
FD1,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,2.002623,8945598,17914656.55,137,ONE PORTFÖY BİRİNCİ DEĞİŞKEN FON
FDG,FONMAP PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,2.6652,17594923,46893984.56,703,FONMAP PORTFÖY BİRİNCİ DEĞİŞKEN FON
FDV,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,5.928177,245000000,1452403320.44,1,AZİMUT PORTFÖY DMR SERBEST FON
FFH,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,8.779478,198519883,1742900891.48,2241,QNB PORTFÖY ÇOKLU VARLIK KATILIM FONU
FFP,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,7.732235,253410939,1959432808.74,2384,QNB PORTFÖY FON SEPETİ FONU
FI3,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,812.057685,2369340,1924040606.34,9785,QNB PORTFÖY BORÇLANMA ARAÇLARI FONU
FIB,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Fonu,0.504117,9830035575,4955492785.6,12331,FİBA PORTFÖY ALTIN FONU
FID,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.00727,830278230,836314329.18,1696,FİBA PORTFÖY ÇOKLU VARLIK İKİNCİ DEĞİŞKEN FON
FIL,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,0.381891,45708265221,17455566671.3,21382,FİBA PORTFÖY PARA PİYASASI (TL) FONU
FIT,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.235068,1185928470,278773510.55,650,FİBA PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU
FJB,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,7.290529,52605605,383522663.86,722,FİBA PORTFÖY BLOK ZİNCİRİ TEKNOLOJİLERİ SERBEST FON
FJZ,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,66.195215,22414075,1483704509.97,784,FİBA PORTFÖY FIRTINA SERBEST (DÖVİZ) FON
FKE,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,60.067772,815740905,48999738685.13,12169,QNB PORTFÖY KRİSTAL SERBEST (DÖVİZ-AVRO) FON
FLS,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,62.2647,67535913,4205103367.82,2334,YAPI KREDİ PORTFÖY FLORYA SERBEST (DÖVİZ-AVRO) FON
FLY,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.547702,61715766,95517597.07,2159,AKTİF PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON
FMG,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,3.420482,3617072728,12372133329.23,9992,QNB PORTFÖY GÜMÜŞ SERBEST FON
FMV,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,1.45841,114922583,167604194.03,32,DENİZ PORTFÖY FMV IŞIK ÜNİVERSİTESİ EĞİTİME DESTEK SERBEST FON
FNO,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.204399,52252090838,10680267116.91,6500,QNB PORTFÖY BİRİNCİ DEĞİŞKEN FON
FP4,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.528817,165669616,87608979.33,121,ONE PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
FPE,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,76.495796,4403047,336814586.84,1412,FİBA PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU
FPG,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,2.234649,367581766,821416259.12,1993,FİBA PORTFÖY GÜMÜŞ SERBEST FON
FPH,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,33.137688,36447445,1207784071.78,4496,FİBA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
FPI,FONMAP PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Para Piyasası Fonu,2.716372,26808790,72822647.74,203,FONMAP PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU
FPK,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.100631,2748141228,276549133.9,1202,FİBA PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU
FPR,STRATEJİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,10.336988,16279454,168280515.06,33,STRATEJİ PORTFÖY FOREST HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
FPZ,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,70.331181,1940857862,136502824799.33,19510,QNB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON
FRA,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,31.37595,16346222,512878241.12,2,AZİMUT PORTFÖY MAB SERBEST FON
FRC,FONMAP PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,1.355693,42456907,57558533.14,191,FONMAP PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
FS5,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,2.171063,23662096,51371893.87,86,ONE PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
FS6,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.944936,152234937,296087159.95,396,ONE PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON
FSF,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,7.112065,2235145197,15896498847.95,8017,FİBA PORTFÖY PARA PİYASASI SERBEST (TL) FON
FSG,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,3.574909,173807582,621346269.92,717,FİBA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
FSH,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,4.818805,76602718,369133538.99,520,FİBA PORTFÖY FON SEPETİ SERBEST FON
FSK,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,6.281666,907763193,5702264740.52,2698,QNB PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU
FSP,FONMAP PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,16.541298,6558,108477.83,20,FONMAP PORTFÖY SERBEST (DÖVİZ) FON
FSR,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,48.195372,118193171,5696363798.67,2479,FİBA PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON
FTL,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.57392,127921951,201338869.4,649,ONE PORTFÖY PARA PİYASASI KATILIM FONU
FUA,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,4.955296,59482617,294753977.67,4709,AK PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
FUB,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.752052,1228321834,923762448.55,2155,QNB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU
FYD,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,10.901353,274466229,2992053368.78,5189,QNB PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
FYI,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,11.114182,7915454,87973794.57,324,AZİMUT PORTFÖY 4.0 SERBEST FON
FYO,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,1.219874,1675297111,2043650931.81,1552,QNB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU
FZJ,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,5.708511,202060108,1153462294.23,2119,FİBA PORTFÖY BİRİNCİ FON SEPETİ FONU
FZP,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,6.710448,120070549,805727185.6,542,FİBA PORTFÖY SERBEST FON
GA1,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,2.040489,188609416,384855364.66,1636,GARANTİ PORTFÖY BORÇLANMA ARAÇLARI FONU
GAE,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.441378,3417444194,1508383573.49,15737,GARANTİ PORTFÖY BİST30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
GAF,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.536474,124462456,191233307.82,1493,INVEO PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
GAG,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,18.44481,45437738,838090465.39,231,INVEO PORTFÖY BİRİNCİ SERBEST (DÖVIZ)  FON
GAH,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,12.727783,27781683,353599221.42,2679,GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON
GAS,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.322579,10316592640,3327917273.01,2263,GARANTİ PORTFÖY ÜÇÜNCÜ SERBEST(DÖVİZ) FON
GBC,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.309939,842144628,261013787.53,1662,AZİMUT PORTFÖY YABANCI HİSSE SENEDİ FONU
GBG,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.592604,353690905,209598482.56,4200,INVEO PORTFÖY G-20 ÜLKELERİ YABANCI HİSSE SENEDİ FONU
GBH,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,3.837258,510236765,1957910291.15,2807,GARANTİ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
GBJ,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.351553,561753651,759239720.07,1832,GARANTİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
GBL,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.892171,4929144071,4397638566.57,1705,AZİMUT PYŞ KISA VADELİ BORÇLANMA ARAÇLARI FONU
GBN,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,7.052965,901487516,6358159656.38,385,GARANTİ PORTFÖY BEŞİNCİ (TL) SERBEST FON
GBV,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,13.117823,163367860,2143030741.19,21743,GARANTİ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON
GBZ,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,3.596273,325183733,1169449565.02,3232,AZİMUT PORTFÖY EMTİA FON SEPETİ FONU
GGK,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Fonu,13.902495,176706763,2456664928.55,11641,INVEO PORTFÖY ALTIN FON
GHS,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,36.811345,67992965,2502912507.48,15295,GARANTİ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
GID,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.523936,21892411,33362630.9,1896,GARANTİ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
GIE,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,3.489573,21230967,74087003.84,4618,GARANTİ PORTFÖY GARANTİ BBVA İKLİM ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
GIH,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Hisse Senedi Fonu,2.036988,3132066,6379982.19,601,ALLBATROSS PORTFÖY GIDA VE İÇECEK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
GJB,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,10.182308,6929965,70563035.03,929,INVEO PORTFÖY BİRİNCİ FON SEPETİ FONU
GKF,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,4.180176,9327584,38990946.19,672,GLOBAL MD PORTFÖY KATILIM FONU
GKG,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.362737,33471788,45613232.81,1897,GARANTİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
GKH,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,4.606475,915521653,4217327266.41,1873,GARANTİ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON
GKV,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,7.804752,31608612,246697374.85,4388,GARANTİ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
GL1,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1426.306271,1060036,1511935994.19,985,AZİMUT PYŞ BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
GLC,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,4.274676,3868488,16536531.69,68,AKTİF PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU
