fonKodu,firma,durum,fonKategori,sonFiyat,payAdet,portBuyukluk,yatirimciSayi,fonUnvan
ARL,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,16.186666,245116644,3967621192.6,7309,AK PORTFÖY BİRİNCİ FON SEPETİ FONU
ARM,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,18.334118,161119415,2953982385.86,4978,AK PORTFÖY İKİNCİ FON SEPETİ FONU
AS1,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,45.953369,138482,6363714.41,36,ALLBATROSS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON
ASJ,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,3.672284,15284588,56129340.48,744,AKTİF PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
ATJ,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,21.359685,45294433,967474801.21,9,AZİMUT PORTFÖY İKİNCİ DEĞİŞKEN FON
AUV,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,49.607412,7740243,383973425.32,513,AK PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON
AYA,ATA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,17.858757,56490324,1008846971.29,9330,ATA PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
AYR,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.143772,11584628448,1665548975.64,13097,AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU
BAI,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.084021,56985376,61773353.08,126,BV PORTFÖY ALTIN KATILIM FONU
BBP,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Borçlanma Araçları Fonu,2.311068,10460403,24174697.83,600,ALLBATROSS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU
BCK,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,2.028934,56014423,113649590.21,2430,DENİZ PORTFÖY BLOCKCHAİN VE FINTECH TEKNOLOJİLERİ DEĞİŞKEN FON
BDA,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,57.413497,102405177,5879439343.15,806,YAPI KREDİ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ-AVRO) FON
BDY,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.610839,60482837,97428138.96,2356,AK PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
BFE,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Fon Sepeti Fonu,1.770893,5602322,9921113.22,54,ALLBATROSS PORTFÖY BİRİNCİ FON SEPETİ FONU
BFT,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.083,167828221,181757880.44,622,AZİMUT PORTFÖY BANKA VE FİNANS SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
BGP,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,6.716667,7720823510,51858202389.32,29255,AK PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU
BGR,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.903971,33190377,30003142.59,255,AK PORTFÖY BIST GYO ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
BHE,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.709914,22245046,38037123.85,106,AK PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
BHI,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,2.409735,977673328,2355933149.72,445,BV PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
BHL,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.173134,72298976,84816379.23,745,İŞ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
BID,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,2.99776,69774685,209167731.09,2011,QNB PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
BIG,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.36999,333318077,456642565.7,3196,YAPI KREDİ PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
BIO,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,2.199004,276937133,608985846.7,9733,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
BIP,İSTANBUL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.686066,4599033229,7754274170.36,224,İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON
BIS,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.821738,443705844,808315888.89,59,BV PORTFÖY BİRİNCİ SERBEST FON
BIY,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.241701,60522372,75150701.14,280,AZİMUT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
BJD,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,54.162432,13378292,724600827.57,102,AZİMUT PORTFÖY 13.0 SERBEST (DÖVİZ) FON
BKY,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,50.710334,172802343,8762864514.46,1101,YAPI KREDİ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON
BLD,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,1.714346,289626650,496520377.42,694,DENİZ PORTFÖY BALEV EĞİTİME DESTEK SERBEST FON
BNC,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,2.238126,288244512,645127617.3,261,AK PORTFÖY BEŞİNCİ SERBEST FON
BNH,İSTANBUL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.106774,47935846,53054125.33,166,İSTANBUL PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
BOL,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,1.74286,71059044,123845960.25,326,AKTİF PORTFÖY BORÇLANMA ARAÇLARI FONU
BRC,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.370957,79367020,108808780.29,35,RE-PIE PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
BRF,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Fon Sepeti Fonu,1.579846,52718511,83287126.96,1147,DENİZ PORTFÖY BİRİNCİ FON SEPETİ FONU
BRR,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,1.711578,1956416111,3348558916.06,1070,AK PORTFÖY İKİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU
BS1,AHLATCI PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,1.468311,296107659,434778047.25,783,AHLATCI PORTFÖY BİRİNCİ SERBEST (TL) FON
BSD,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.208102,279837630,338072433.06,84,BV PORTFÖY SERBEST (DÖVİZ) FON
BSM,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.830449,1405077622,2571922908.09,2835,GLOBAL MD PORTFÖY BERRAK SERBEST FON
BTE,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,5.12803,42157993,216187436.71,994,BV PORTFÖY OYUN VE TEKNOLOJİ DEĞİŞKEN FON
BTK,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.685974,188220661,317335160.43,2146,BV PORTFÖY TEKNOLOJİ KATILIM FONU
BUY,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.554618,185581469,288508318.34,16312,AK PORTFÖY BÜYÜYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
BV1,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.552703,53929522,83736522.45,456,BV PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON)
BVD,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.359847,155736996,211778550.84,289,BV PORTFÖY BİRİNCİ DEĞİŞKEN FON
BVF,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,1.45616,1351705040,1968299189.46,620,BV PORTFÖY PARA PİYASASI (TL) FON
BVM,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,1.231801,10354505,12754691.16,121,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
BVV,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,3.483721,45207148,157489097.95,1101,BV PORTFÖY TEKNOLOJİ DEĞİŞKEN FON
BVZ,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,4.617316,722255671,3334882400.23,597,BV PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON
CFO,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,2.586847,740914975,1916633372.62,452,ROTA PORTFÖY İKİNCİ PARA PİYASASI FONU
CIN,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.712363,10572662,18104235.38,518,AKTİF PORTFÖY BİRİNCİ SERBEST FON
CKF,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,2.101781,332823728,699522487.38,2957,ALBARAKA PORTFÖY ÇOKLU VARLIK KATILIM FONU
CKL,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.600639,501108081,802092921.19,1352,YAPI KREDİ PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON
CKS,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,61.78212,94474624,5836842554.24,2390,İŞ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON
CPT,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,3.658517,238845122,873818940.79,13864,ROTA PORTFÖY ÇİP TEKNOLOJİLERİ DEĞİŞKEN FON
CPU,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,3.826883,335922910,1285537734.42,17849,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU
CVK,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,5.246929,33291151,174676303.72,1855,INVEO PORTFÖY ÇOKLU VARLIK KATILIM FONU
DAH,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,3.330835,161306500,537285356.68,2536,DENİZ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
DAP,DESTEK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,1.047826,907959735,951384110.55,845,DESTEK PORTFÖY PARA PİYASASI FONU
DAS,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,56.149337,2024929659,113698457111.51,25187,DENİZ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON
DBA,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Altın Fonu,0.746895,13006111389,9714200735.15,25050,DENİZ PORTFÖY ALTIN FONU
DBB,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Borçlanma Araçları Fonu,0.115824,3251433439,376595069.13,2077,DENİZ PORTFÖY BORÇLANMA ARAÇLARI FONU
DBH,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Borçlanma Araçları Fonu,0.387141,2501777700,968539548.32,8601,DENİZ PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU
DBK,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Borçlanma Araçları Fonu,0.124285,10305555106,1280823642.89,85251,DENİZ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU
DBP,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,0.501807,322910300,162038599.5,1053,DENİZ PORTFÖY BİRİNCİ DEĞİŞKEN FON
DBZ,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Borçlanma Araçları Fonu,0.144451,4691378700,677672198.17,2810,DENİZ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU
DCB,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,4.901948,27448744640,134552323263.37,22026,DENİZ PORTFÖY PARA PİYASASI SERBEST (TL) FON
DDA,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,11.777272,25052107,295045467.23,1028,DENİZ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
DDF,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,11.764376,7419813,87289466.63,535,DENİZ PORTFÖY DİNAMO HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
DEF,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,2.688637,25873529,69564516.19,88,ALLBATROSS PORTFÖY DEFNE SERBEST FON
DEH,DESTEK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.932447,23370230,21791508.38,219,DESTEK PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
DFC,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,3.196315,34791080,111203257.46,1512,DENİZ PORTFÖY TARIM VE GIDA DEĞİŞKEN FON
DFD,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,2.764813,52753561,145853739.92,448,DENİZ PORTFÖY EMTİA SERBEST FON
DGH,ATA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,11.098559,257468349,2857527580.58,254,ATA PORTFÖY PARA PİYASASI SERBEST (TL) FON
DHJ,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,6.320707,29188728,184493397.78,2890,DENİZ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
DHM,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Fon Sepeti Fonu,5.21099,4710224,24544930.16,1104,DENİZ PORTFÖY ESG-SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU
DHT,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,1.123253,59837389,67212517.44,756,DENİZ PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON
DHV,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,1.965529,159439968,313383882.91,644,DENİZ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
DID,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,1.456332,18895525,27518158.56,155,DENİZ PORTFÖY İKİNCİ DEĞİŞKEN FON
DIP,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,1.624199,33264820093,54028691923.35,2033,DENİZ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON
DKC,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,0.612418,17680548,10827886.64,26,DENİZ PORTFÖY İKİNCİ SERBEST FON
DKH,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,3.547573,24386096,86511455.2,1389,DENİZ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
DKL,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,51.475845,7886921,405985919.66,105,DENİZ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON
DKR,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,0.790379,168100265,132862945.61,1245,DENİZ PORTFÖY ONDÖRDÜNCÜ SERBEST FON
DL2,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Para Piyasası Fonu,2.545491,2970782138,7562099060,650,DENİZ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU
DLD,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,7.280512,8296080,60399706.73,578,DENİZ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
DLY,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Para Piyasası Fonu,6.238284,10130341791,63195946755.59,309442,DENİZ PORTFÖY PARA PİYASASI (TL) FONU
DLZ,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,0.513634,54444277,27964430.25,46,DENİZ PORTFÖY ALİZE HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
DMG,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Fon Sepeti Fonu,6.855926,432703943,2966586295.89,15046,DENİZ PORTFÖY GÜMÜŞ FON SEPETİ FONU
DNH,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,1.06991,14809264,15844573.8,59,DENİZ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
DNK,TACİRLER PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.590212,378647601,602130003.1,127,TACİRLER PORTFÖY DENGE KATILIM SERBEST FON
DNM,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,52.953183,27787327,1471427419.65,1043,QNB PORTFÖY DİNAMİK DAĞILIMLI SERBEST (DÖVİZ) FON
DNP,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,1.47589,1135462298,1675816922.61,370,DENİZ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON
DOL,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,53.678954,104798018,5625448017.19,379,AKTİF PORTFÖY ÜÇÜNCÜ AKTİF SERBEST (DÖVİZ) FON
DOV,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,61.353196,1193971575,73253971716.47,17154,DENİZ PORTFÖY ONÜÇÜNCÜ SERBEST (DÖVİZ-AVRO) FON
DPB,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,24.661008,375687312,9264827642.85,3042,DENİZ PORTFÖY SERBEST (DÖVİZ) FON
