fonKodu,firma,durum,fonKategori,sonFiyat,payAdet,portBuyukluk,yatirimciSayi,fonUnvan
GLG,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,7.957026,2502658,19913715.01,303,AKTİF PORTFÖY CAPİTAL HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
GLS,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,0.174883,6280479221,1098346445.46,1452,AZİMUT PORTFÖY  KİRA SERTİFİKALARI (SUKUK) KATILIM FONU
GMA,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,2.205684,1039871969,2293629305.59,1486,AZİMUT PORTFÖY BİRİNCİ DEĞİŞKEN FON
GMC,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,7.928509,497165972,3941784698.18,20264,TEB PORTFÖY GÜMÜŞ FON SEPETİ FONU
GMD,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,2.74134,5665410,15530814.08,105,GLOBAL MD PORTFÖY BİRİNCİ FON SEPETİ FONU
GMI,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.3528,457472879,618869507.91,5023,AK PORTFÖY GÜMÜŞ SERBEST FON
GMN,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.402388,58252601,81692756.01,27,GLOBAL MD PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON
GMR,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.272525,124859769,158887120.7,4346,INVEO PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
GNH,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.319739,4792467,6324806.72,174,GLOBAL MD PORTFÖY ALGORİTMİK MODEL HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
GNS,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.449859,56810258,82366852.25,1474,GARANTİ PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
GO1,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,4.834602,15196988,73471381.57,705,ONE PORTFÖY BİRİNCİ FON SEPETİ FONU
GO3,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,4.831097,5811061,28073800.84,436,ONE PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU
GO4,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,5.268672,8534348,44964678.41,721,ONE PORTFÖY DÖRDÜNCÜ FON SEPETİ FONU
GO6,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,4.385619,809394917,3549697608.36,3162,ONE PORTFÖY PARA PİYASASI (TL) FONU
GO9,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,2.594158,156162614,405110530.83,1633,ONE PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
GOH,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,14.910044,35536276,529847446.38,8727,GARANTİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
GOL,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,2.809422,1744847159,4902012526.59,11772,GARANTİ PORTFÖY ALTIN KATILIM FONU
GPA,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,23.34654,35539317,829720099.38,5328,GARANTİ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU
GPB,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,12.432204,102208641,1270678661.58,9561,GARANTİ PORTFÖY BİRİNCİ DEĞİŞKEN FON
GPC,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,72.60455,92140139,6689793370.8,3527,GARANTİ PORTFÖY İKİNCİ SERBEST ( DÖVİZ ) FON
GPF,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,9.123328,64394379,587491051.56,3076,GARANTİ PORTFÖY ÇOKLU VARLIK KATILIM FONU
GPG,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,16.310735,59960699,978003048.99,2806,INVEO PORTFÖY BİRİNCİ DEĞİŞKEN FON
GPI,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,18.753538,39222433,735559368.73,2772,GARANTİ PORTFÖY İKİNCİ DEĞİŞKEN FON
GPL,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,54.155796,1855369503,100479012161.27,37131,GARANTİ PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON
GPN,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.430991,3748701670,5364356804.29,5100,GARANTİ PORTFÖY PARA PİYASASI KATILIM (TL) FONU
GPT,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,2.745119,34809773,95556978.72,3038,AKTİF PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON
GPU,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,21.273742,16615009,353463421.67,2435,GARANTİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON
GPZ,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,2.019904,3832687651,7741659979.01,268,GARANTİ PORTFÖY ÜÇÜNCÜ PARA PİYASASI FONU
GRL,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.807348,208719916,377229426.08,281,QNB PORTFÖY AGRESİF SERBEST FON
GRO,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,55.204636,3522922407,194481650274.43,27294,GARANTİ PORTFÖY OTUZUNCU SERBEST (DÖVİZ) FON
GRT,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.427359,82783235,118161400.39,1835,GARANTİ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
GSP,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.571239,7491810292,4279615691.39,14193,AZİMUT PYŞ KAR PAYI ÖDEYEN HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
GTA,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Fonu,1.599578,15169381459,24264615629.88,74968,GARANTİ PORTFÖY ALTIN FONU
GTF,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,15.207594,10287758,156452048.57,499,AZİMUT PYŞ BİRİNCİ BORÇLANMA ARAÇLARI FONU
GTH,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.460867,22421204,32754389.33,781,GARANTİ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
GTM,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,7.960827,131679811,1048280256.39,13410,GARANTİ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
GTY,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,6.350272,62806363,398837473,499,GARANTİ PORTFÖY TREND SERBEST FON
GTZ,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,11.926255,1040335245,12407303623.95,60814,GARANTİ PORTFÖY GÜMÜŞ FON SEPETİ FONU
GUB,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,2.640018,1743347778,4602470301.42,10278,GARANTİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU
GUF,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,0.920512,685564175,631070379.6,4207,İŞ PORTFÖY GÜMÜŞ FON SEPETİ FONU
GUH,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.461948,10344644453,4778690110.61,38429,GARANTİ PORTFÖY YABANCI TEKNOLOJİ HİSSE SENEDİ FONU
GUK,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.433689,935484024,1341193400.64,2526,GARANTİ PORTFÖY GÜMÜŞ KATILIM SERBEST FON
GUM,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,12.714604,513495212,6528888107.89,52000,AK PORTFÖY GÜMÜŞ FON SEPETI FONU
GUV,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,1.755507,433529761,761064685.35,1847,GARANTİ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU
GVA,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,4.061138,22174801,90054928.62,3340,GARANTİ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇLAR DEĞİŞKEN FON
GVI,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,5.600162,192499730,1078029582.78,4518,GARANTİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU
GYK,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.117787,1041603979,122687311.51,268,INVEO PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU
GZE,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,8.116296,217798733,1767719015.55,4135,GARANTİ PORTFÖY EMTİA SERBEST FON
GZG,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,7.477893,55228322,412991464.9,4445,GARANTİ PORTFÖY SAĞLIK VE GENETİK TEKNOLOJİLERİ DEĞİŞKEN FON
GZH,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,4.707586,73595257,346455996.58,5388,GARANTİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FON
GZJ,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,8.740585,195299550,1707032371.13,5142,GARANTİ PORTFÖY İKİNCİ FON SEPETİ FONU
GZL,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,5.69169,67398351,383610547.66,6443,GARANTİ PORTFÖY TARIM VE GIDA SEKTÖRÜ DEĞİŞKEN FON
GZM,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,10.541877,61383166,647093761.75,1050,GLOBAL MD PORTFÖY DURU SERBEST FON
GZN,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,49.576234,7405654,367144432.31,1009,GLOBAL MD PORTFÖY BOĞAZİÇİ SERBEST FON
GZP,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,7.792672,495739018,3863131319.98,10329,GARANTİ PORTFÖY BİRİNCİ FON SEPETİ FONU
GZR,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,11.416645,91436500,1043898035.13,1934,GARANTİ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
GZV,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,8.68219,11317478,98260496.76,1365,GARANTİ PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU
GZY,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,7.432725,8422351,62601017.44,2227,GARANTİ PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON
GZZ,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,6.922017,9034572,62537464.13,1221,GARANTİ PORTFÖY FİNANSAL TEKNOLOJİLER DEĞİŞKEN FON
HAI,AHLATCI PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Altın Fonu,1.011664,11813396,11951184.6,332,AHLATCI PORTFÖY ALTIN FONU
HAR,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.089306,585800488,638116150.31,68,BV PORTFÖY HARMONY SERBEST FON
HBF,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Fonu,51.09874,121570932,6212121410.62,10545,HSBC PORTFÖY ALTIN FONU
HBN,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,4.374405,121443980,531245148.97,1056,HSBC PORTFÖY BİRİNCİ FON SEPETİ FONU
HBU,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.449764,377118121,546732139.49,3185,HSBC PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
HDD,AHLATCI PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,1.088639,9974688,10858834.02,158,AHLATCI PORTFÖY BİRİNCİ DEĞİŞKEN FON
HFO,AHLATCI PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Hisse Senedi Fonu,0.958076,5231794,5012455.47,191,AHLATCI PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
HIH,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.395517,147085831,205260752.95,4308,GARANTİ  PORTFÖY HOLDİNGLER VE İŞTİRAKLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
HIZ,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,2.094838,97905786,205096770.41,997,AZİMUT PORTFÖY DİNAMİK DEĞİŞKEN FON
HKG,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.514649,26902190,40747381.66,1157,ZİRAAT PORTFÖY HALK'IN ÜRETEN KADINLARI DEĞİŞKEN FON
HKR,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,3.915888,354019899,1386302321.66,1446,HSBC PORTFÖY KIRMIZI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
HMG,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.06992,108189807589,7564679409.85,6036,HSBC PYŞ MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON(HİSSE SENEDİ YOĞUN FON)
HMS,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.094206,2557728164,240954490.85,3919,HSBC PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
HOA,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.246717,7776665785,1918635062.65,3333,HSBC PORTFÖY TEKNOLOJİ DEĞİŞKEN FON
HOY,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Yabancı Fon Sepeti Fonu,0.367953,3516132725,1293771371.98,2517,HSBC PORTFÖY YABANCI BYF FON SEPETI
HPD,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.216164,1345004700,290741649.34,1451,HSBC PORTFÖY İKİNCİ DEĞİŞKEN FON
HPO,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.173531,6700368665,1162721479.04,2823,HSBC PORTFÖY ÇOKLU VARLIK BİRİNCİ DEĞİŞKEN FON
HPT,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.116312,33632015888,3911805308.86,10396,HSBC PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU
HRZ,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.88145,92962940,174905086.74,5169,AKTİF PORTFÖY BIST HALKA ARZ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
HSA,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1649.419642,2458666,4055371993.69,2332,HSBC PORTFÖY DEĞİŞKEN (TL) FON
HSL,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,423.992981,62401436,26457770867.69,24076,HSBC PORTFÖY PARA PİYASASI (TL) FONU
HST,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,1.024947,375770319,385144845.41,3710,HSBC PORTFÖY  BORÇLANMA ARAÇLARI (TL) FONU
HTF,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.487573,2838803497,4222928228.9,514,HSBC PORTFÖY PARA PİYASASI SERBEST (TL) FON
HTK,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,0.998955,97500647,97398719.32,788,QNB PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ FON SEPETİ FONU
HTS,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,59.66213,82182341,4903173523.98,2613,HSBC PORTFÖY ALTINCI SERBEST (DÖVİZ) FON
HVI,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,1.27969,31737315,40613935.6,349,DENİZ PORTFÖY HOLDİNGLER VE İŞTİRAKLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
HVS,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.565712,1645257561,2576000109.91,9913,HSBC PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
HVT,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Para Piyasası Fonu,4.876968,95281703,464685836.37,1567,ALLBATROSS PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU
HVU,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,5.619051,2377849,13361255.79,766,ALLBATROSS PORTFÖY BİRİNCİ DEĞİŞKEN FON
HVZ,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Hisse Senedi Fonu,6.643391,11713321,77816168.94,1739,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
HYP,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,10.97246,52524215,576319860.77,58,AZİMUT PORTFÖY İVME SERBEST FON
HYU,HSBC PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.84807,597729074,1104645253.26,235,HSBC PORTFÖY KISA VADELİ SERBEST (TL) FON
IAE,İSTANBUL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,2.126605,124771452,265339573.49,444,İSTANBUL PORTFÖY AGRESİF DEĞİŞKEN FON
IAM,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,1.719473,44940196,77273432.09,2790,İŞ PORTFÖY AGRESİF FON SEPETİ FONU
IAR,İSTANBUL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,75.078269,1830883,137459526.27,19,İSTANBUL PORTFÖY DÖRDÜNCÜ SERBEST FON
IAT,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,0.201194,10891518695,2191313254.52,8973,İŞ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU
IAY,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.507115,29298385,44156045.24,190,INVEO PORTFÖY ALTIN KATILIM FONU
IBB,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,16.21189,84610421,1371694801.61,8581,İŞ PORTFÖY ATAK DEĞİŞKEN FON
ICC,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.3392,18366574,24596515.62,279,TEB PORTFÖY BEŞİNCİ DEĞİŞKEN FON
ICD,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,137.51213,255882,35186878.95,195,TEB PORTFÖY DÖRDÜNCÜ DEĞİŞKEN FON
ICF,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,190.400855,104324,19863378.78,538,TEB PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
ICM,İNCİR PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Para Piyasası Fonu,1.007046,48998972,49344223.39,42,İNCİR PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU
ICS,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,50.35098,299327,15071407.69,52,TEB PORTFÖY SERBEST (DÖVİZ) FON
ICV,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,6.086743,1074882,6542530.07,50,TEB PORTFÖY ONDOKUZUNCU SERBEST FON
ICZ,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,7.629762,127080160,969591390.44,21821,AK PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
IDD,LOGOS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.155006,209030711,32401101.07,25,LOGOS PORTFÖY DİNAMİK DAĞIMLI SERBEST FON
IDF,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,78.115035,163624691,12781548443.71,4290,İŞ PORTFÖY SERBEST (DÖVİZ) FON
IDH,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,12.206976,67086585,818924351.94,19514,İŞ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
IDI,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.621161,32131672,52090629.02,1127,AZİMUT PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
IDL,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,6.209159,594340607,3690355541.32,3685,AKTİF PORTFÖY PARA PİYASASI (TL) FONU
IDO,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,58.702657,1435174845,84248576603.13,15661,İŞ PORTFÖY ONDOKUZUNCU SERBEST (DÖVİZ-AVRO) FON
IDY,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.237914,2235132616,531768580.69,2448,TEB PORTFÖY İKİNCİ DEĞİŞKEN FON
IED,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.042814,65766281,68581991.4,1303,İŞ PORTFÖY AGRESİF DEĞİŞKEN FON
IEN,İSTANBUL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.163213,10898204,12676935.36,86,İSTANBUL PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
IEV,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,4.956818,17739881,87933367.03,4197,İŞ PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON
IFN,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,9.080819,422215,3834057.92,418,TEB PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
IFV,TEB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,4.782848,15990590,76480564.68,195,TEB PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU
IGZ,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,11.997566,2116828,25396783.46,3,İŞ PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
IH1,İNCİR PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Hisse Senedi Fonu,0.916224,191133918,175121525.98,98,İNCİR PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
IHA,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Hisse Senedi Fonu,3.030688,1617480,4902077.14,295,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
IHC,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,7.698942,50564970,389296761.03,427,INVEO PORTFÖY INTER SERBEST FON
IHK,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,16.223713,88548939,1436592615.75,28263,İŞ PORTFÖY İŞ'TE KADIN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
IHP,İSTANBUL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.6487,37543702,61898305.18,246,İSTANBUL PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
IHT,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,3.631348,19529488,70918374.78,3255,İŞ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
IHV,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.777198,99547800,176916110.64,32,INVEO PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
IHZ,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,0.824704,2979867,2457507.11,65,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
