fonKodu,firma,durum,fonKategori,sonFiyat,payAdet,portBuyukluk,yatirimciSayi,fonUnvan
ADP,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.258067,3175431740,3994906836.7,21509,AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
AED,ATA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,114.72023,577093,66204251.89,1388,ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON
AES,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Yabancı Fon Sepeti Fonu,0.210437,7440894257,1565840065.34,36736,AK PORTFÖY PETROL YABANCI BYF FON SEPETİ FONU
AEV,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Hisse Senedi Fonu,2.03443,4320384,8789519.62,405,ALLBATROSS PORTFÖY SANAYİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
AFA,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.291682,4209201690,5436947993.46,47168,AK PORTFÖY AMERİKA YABANCI HİSSE SENEDİ FONU
AFO,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Fonu,1.312992,14332373996,18818291558.18,81343,AK PORTFÖY ALTIN FONU
AFS,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.350367,2583838790,905291560.81,29221,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU
AFT,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.981281,19051895584,18695261615.37,137099,AK PORTFÖY YENİ TEKNOLOJİLER YABANCI HİSSE SENEDİ FONU
AFV,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.595359,2028082697,1207436408.87,14750,AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU
AGC,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,9.538517,10755867,102595021.06,2467,AK PORTFÖY İKİNCİ DEĞİŞKEN FON
AHI,ATLAS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,35.284375,3064118,108115489.71,2581,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN)
AHN,ATLAS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,69.850629,479463,33490792.01,101,ATLAS PORTFÖY SERBEST(DÖVİZ)FON
AHU,ATLAS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,11.640042,8345338,97140082.77,580,ATLAS PORTFÖY BİRİNCİ ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU
AHV,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,21.987552,6229790,136977829.41,210,AZİMUT PORTFÖY DENGELİ FON SEPETİ FONU
AIS,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,0.110351,103471458402,11418161138.57,23899,AK PORTFÖY PARA PİYASASI KATILIM FONU
AJ1,A1 CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.357884,7561033,10267005.32,83,A1 CAPİTAL PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
AJK,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,65.556438,1939776,127164804.39,132,AK PORTFÖY 0-5 YIL VADELİ SERBEST (DÖVİZ) FON
AK2,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.5575,498529809,277930585.87,9232,AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU
AK3,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,52.445339,155277424,8143577180.95,20787,AK PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
AKE,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.528275,1965516846,1038333217.97,13377,AK PORTFÖY EUROBOND (AMERİKAN DOLARI) BORÇLANMA ARAÇLARI FONU
AKU,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.974705,2600938181,2535147962.96,18397,AK PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
ALC,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.371706,4362520913,1621576765.07,24892,AK PORTFÖY KAR PAYI ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
AN1,STRATEJİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,115.795634,11989159,1388292294.23,2857,STRATEJİ PORTFÖY BİRİNCİ DEĞİŞKEN FON
ANZ,ATA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,21.886125,11834495,259011242.74,156,ATA PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON
AOJ,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,1.558925,12672239,19755074.71,201,ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
AOY,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.349177,2774600651,968826294.79,35039,AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU
AP5,ATLAS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.806803,1043560,841947.08,17,ATLAS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
AP7,PARDUS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,2.715001,72215108,196064117.81,421,PARDUS PORTFÖY ALGO ETNA İSTATİSTİKSEL ARBİTRAJ SERBEST FON
APJ,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,6.756853,11965204,80847129.47,2872,AK PORTFÖY BIST ŞİRKETLERİ FON SEPETİ FONU
APT,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.165523,2640434591,437052097.66,13184,AK PORTFÖY ORTA VADELI BORÇLANMA ARAÇLARI FONU
ARE,İSTANBUL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.254804,258567860,65884121.79,2057,İSTANBUL PORTFÖY YABANCI HİSSE SENEDİ FONU
ARL,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,16.125074,245850727,3964361058.3,7325,AK PORTFÖY BİRİNCİ FON SEPETİ FONU
ARM,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,18.299958,161239620,2950678265.35,4991,AK PORTFÖY İKİNCİ FON SEPETİ FONU
AS1,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,45.918205,138801,6373492.78,36,ALLBATROSS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON
ASJ,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,3.864834,15286395,59079383.15,747,AKTİF PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
ATJ,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,22.21403,45294433,1006171904.56,9,AZİMUT PORTFÖY İKİNCİ DEĞİŞKEN FON
AU1,A1 CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Ve Diğer Kıymetli Madenler Fonu,1.184162,42793356,50674269.49,868,A1 CAPİTAL PORTFÖY ALTIN FONU
AUV,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,49.607078,7752324,384570141.58,519,AK PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON
AYA,ATA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,18.551683,56493490,1048049327.57,9381,ATA PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
AYR,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.143637,11589246028,1664640634.58,13102,AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU
BAG,BULLS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,1.050564,91054831,95658953.71,185,BULLS PORTFÖY ATAK DEĞIŞKEN FON
BAI,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.06927,55741282,59602496.8,123,BV PORTFÖY ALTIN KATILIM FONU
BBF,PARDUS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,3.683385,40109475,147738651.52,875,PARDUS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU
BBP,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Borçlanma Araçları Fonu,2.315115,10833641,25081127.93,609,ALLBATROSS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU
BBS,BULLS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,1.6669,1476718484,2461541493.3,692,BULLS PORTFÖY BİRİNCİ SERBEST (TL) FON
BCK,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,2.072458,56034567,116129288.77,2431,DENİZ PORTFÖY BLOCKCHAİN VE FINTECH TEKNOLOJİLERİ DEĞİŞKEN FON
BCO,BULLS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.983186,56479380,112009118.52,1350,BULLS PORTFÖY ÇOKLU VARLIK KATILIM FONU
BDA,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,57.364614,102926786,5904355353.22,804,YAPI KREDİ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ-AVRO) FON
BDS,PARDUS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Yoğun,1.96094,86409489,169443822.42,7046,PARDUS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
BDY,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.67502,61233106,102566676.49,2364,AK PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
BFE,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Fon Sepeti Fonu,1.81185,5602322,10150566.77,55,ALLBATROSS PORTFÖY BİRİNCİ FON SEPETİ FONU
BFS,BULLS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Fon Sepeti Fonu,1.101193,25700967,28301732.87,332,BULLS PORTFÖY EMTİA FON SEPETİ FONU
BFT,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.153691,167968122,193783280.19,621,AZİMUT PORTFÖY BANKA VE FİNANS SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
BGP,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,6.712601,8267617313,55497216897.07,29199,AK PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU
BGR,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.94609,33150507,31363347.32,260,AK PORTFÖY BIST GYO ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
BHA,BULLS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Hisse Senedi Fonu,1.746457,52623132,91904036.43,765,BULLS PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
BHE,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.808888,22254812,40256453.07,106,AK PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
BHF,PARDUS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,3.107709,54431620,169157662.41,1411,PARDUS PORTFÖY BİRİNCİ DEĞİŞKEN FON
BHI,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,2.40333,977863935,2350130133.29,448,BV PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
BHL,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.2332,72378476,89257147.29,750,İŞ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
BID,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,3.19336,69846184,223043999.25,2015,QNB PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
BIG,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.432624,347172031,497366917.2,3205,YAPI KREDİ PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
BIH,PARDUS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,9.053605,99742042,903025092.74,495,PARDUS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
BIO,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,2.318274,277798440,644012895.42,9763,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
BIP,İSTANBUL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.684402,4577129127,7709727200.77,228,İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON
BIS,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.820895,443713288,807955335.68,59,BV PORTFÖY BİRİNCİ SERBEST FON
BIY,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.319742,60565952,79931413.45,291,AZİMUT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
BJD,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,54.135858,13378288,724245096.13,103,AZİMUT PORTFÖY 13.0 SERBEST (DÖVİZ) FON
BKY,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,50.683359,161709719,8195991744.57,1092,YAPI KREDİ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON
BLD,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,1.71265,290914323,498234427,697,DENİZ PORTFÖY BALEV EĞİTİME DESTEK SERBEST FON
BLT,BULLS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Altın Fonu,1.847913,200331072,370194489.99,3223,BULLS PORTFÖY ALTIN FONU
BMU,BULLS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,2.446277,62356158,152540456.61,2308,BULLS PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
BNC,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,2.248341,288535869,648727080,264,AK PORTFÖY BEŞİNCİ SERBEST FON
BNH,İSTANBUL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.189823,47945334,57046445.99,168,İSTANBUL PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
BOL,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,1.743707,70921566,123666407.18,325,AKTİF PORTFÖY BORÇLANMA ARAÇLARI FONU
BON,A1 CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,1.460033,62265024,90909010.3,472,A1 CAPİTAL PORTFÖY BORÇLANMA ARAÇLARI FONU
BOS,BULLS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,1.210891,44649089,54065160.12,687,BULLS PORTFÖY ALTINCI HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
BPZ,BULLS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Para Piyasası Fonu,1.642584,869500455,1428227280.37,2496,BULLS PORTFÖY PARA PİYASASI (TL) FONU
BRC,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.375505,80193206,110306140.44,38,RE-PIE PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
BRF,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Fon Sepeti Fonu,1.601374,52977394,84836620,1144,DENİZ PORTFÖY BİRİNCİ FON SEPETİ FONU
BRR,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,1.712887,1812380694,3104402924.38,1032,AK PORTFÖY İKİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU
BRT,PARDUS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.805998,12497713,10073125.51,315,PARDUS PORTFÖY BEREKET HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
BS1,AHLATCI PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,1.515319,283951168,430276622.31,687,AHLATCI PORTFÖY BİRİNCİ SERBEST (TL) FON
BSD,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.207906,279837630,338017552.79,84,BV PORTFÖY SERBEST (DÖVİZ) FON
BSH,ATLAS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.979611,7367255,7217043.62,127,ATLAS PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
BSM,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.831214,1440729424,2638283221.41,2845,GLOBAL MD PORTFÖY BERRAK SERBEST FON
BST,PARDUS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,10.424106,3468873,36159899.09,541,PARDUS PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
BTE,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,5.19783,42158291,219131650.26,996,BV PORTFÖY OYUN VE TEKNOLOJİ DEĞİŞKEN FON
BTJ,ATLAS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.401715,8963249,12563921,54,ATLAS PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
BTK,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.694305,188803619,319890872.03,2152,BV PORTFÖY TEKNOLOJİ KATILIM FONU
BTZ,ATLAS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.206485,6184676,7461717.84,189,ATLAS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
BUB,BULLS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Fon Sepeti Fonu,1.2885,66958407,86275940.05,2346,BULLS PORTFÖY BİRİNCİ FON SEPETİ FONU
BUV,BULLS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,1.091599,9403171,10264492.12,218,BULLS PORTFÖY VOLTRAN SERBEST (TL) FON
BUY,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.635302,186022133,304202420.82,16358,AK PORTFÖY BÜYÜYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
BV1,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.620963,54081714,87664463.1,464,BV PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON)
BVD,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.368135,155843047,213214340.51,306,BV PORTFÖY BİRİNCİ DEĞİŞKEN FON
BVF,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,1.455039,1400563995,2037875159.79,614,BV PORTFÖY PARA PİYASASI (TL) FON
BVK,BULLS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,0.757536,215662,163371.63,29,BULLS PORTFÖY VOLTRAN KATILIM SERBEST (TL) FON
BVM,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,1.305249,10354505,13515209.78,122,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
BVV,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,3.492955,45267690,158117988.34,1098,BV PORTFÖY TEKNOLOJİ DEĞİŞKEN FON
BVZ,BV PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,4.613655,722567024,3333675212.66,600,BV PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON
CAH,A1 CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.196702,12042445,14411214.29,184,A1 CAPİTAL PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
CFO,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,2.585621,744435711,1924828719.58,456,ROTA PORTFÖY İKİNCİ PARA PİYASASI FONU
CIN,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.721537,11483050,19768499.17,522,AKTİF PORTFÖY BİRİNCİ SERBEST FON
CKF,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,2.131038,331515238,706471492.89,2972,ALBARAKA PORTFÖY ÇOKLU VARLIK KATILIM FONU
CKL,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.592336,500950089,797680837.88,1354,YAPI KREDİ PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON
CKS,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,61.85309,95053826,5879372880.55,2391,İŞ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON
CPT,ROTA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,3.670987,243003602,892063025.12,13913,ROTA PORTFÖY ÇİP TEKNOLOJİLERİ DEĞİŞKEN FON
CPU,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,3.864516,347728490,1343802393.57,17921,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU
CVK,INVEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,5.243719,33286038,174542624.17,1867,INVEO PORTFÖY ÇOKLU VARLIK KATILIM FONU
CVL,A1 CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.596018,109292628,174433050.36,2150,A1 CAPİTAL PORTFÖY ÇOKLU VARLIK KATILIM FONU
DA1,A1 CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,48.77889,104593,5101930.47,37,A1 CAPİTAL PORTFÖY SERBEST (DÖVİZ) FON
DAH,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,3.574711,162819000,582030912.89,2538,DENİZ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
