fonKodu,firma,durum,fonKategori,sonFiyat,payAdet,portBuyukluk,yatirimciSayi,fonUnvan
DAP,DESTEK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,1.046913,669590094,701002831.31,860,DESTEK PORTFÖY PARA PİYASASI FONU
DAS,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,56.122887,2036322317,114284286424.35,25199,DENİZ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON
DBA,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Altın Fonu,0.738543,13038451989,9629459495.28,25083,DENİZ PORTFÖY ALTIN FONU
DBB,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Borçlanma Araçları Fonu,0.116113,3325117339,386089914.8,2069,DENİZ PORTFÖY BORÇLANMA ARAÇLARI FONU
DBH,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Borçlanma Araçları Fonu,0.387204,2508060500,971130253.46,8609,DENİZ PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU
DBK,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Borçlanma Araçları Fonu,0.124204,10109219206,1255607430.22,85258,DENİZ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU
DBP,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,0.506815,322926100,163663702.77,1058,DENİZ PORTFÖY BİRİNCİ DEĞİŞKEN FON
DBZ,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Borçlanma Araçları Fonu,0.144309,4726964200,682141484.95,2820,DENİZ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU
DCB,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,4.897061,27093527696,132678644755.72,21987,DENİZ PORTFÖY PARA PİYASASI SERBEST (TL) FON
DDA,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,12.603479,24245635,305579358.83,1029,DENİZ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
DDF,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,12.458731,7402459,92225246.18,541,DENİZ PORTFÖY DİNAMO HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
DEF,ALLBATROSS PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,2.744726,25902877,71096289.16,89,ALLBATROSS PORTFÖY DEFNE SERBEST FON
DEH,DESTEK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,0.953176,26591911,25346758.83,227,DESTEK PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
DFC,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,3.226556,35033251,113036736.75,1519,DENİZ PORTFÖY TARIM VE GIDA DEĞİŞKEN FON
DFD,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,2.753389,52737049,145205635.62,449,DENİZ PORTFÖY EMTİA SERBEST FON
DFI,ATLAS PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,6.548005,4780020388,31299597782.95,47521,ATLAS PORTFÖY SERBEST FON
DGF,A1 CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.542213,35696899,55052230,524,A1 CAPİTAL PORTFÖY DEĞİŞKEN FON
DGH,ATA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,11.087076,293209574,3250836962.35,256,ATA PORTFÖY PARA PİYASASI SERBEST (TL) FON
DHJ,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,6.680347,29179348,194928165.25,2896,DENİZ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
DHM,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Fon Sepeti Fonu,5.297651,4718065,24994660.96,1108,DENİZ PORTFÖY ESG-SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU
DHT,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,1.126419,59861939,67429634.22,759,DENİZ PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON
DHV,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,2.238832,188974185,423081444.92,668,DENİZ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
DID,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,1.465024,18895535,27682414.6,156,DENİZ PORTFÖY İKİNCİ DEĞİŞKEN FON
DIP,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,1.622542,31960986065,51858027987.84,2017,DENİZ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON
DKC,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,0.610621,17681173,10796494.65,26,DENİZ PORTFÖY İKİNCİ SERBEST FON
DKH,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,3.728573,24327918,90708419.12,1388,DENİZ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
DKL,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,51.46695,7897348,406452413.98,106,DENİZ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON
DKR,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,0.929386,164357031,152751146.94,1245,DENİZ PORTFÖY ONDÖRDÜNCÜ SERBEST FON
DL2,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Para Piyasası Fonu,2.544364,3032235756,7715112952.54,657,DENİZ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU
DLD,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,7.577575,8212082,62227664.09,576,DENİZ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
DLY,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Para Piyasası Fonu,6.235046,10237295914,63830015946.03,309458,DENİZ PORTFÖY PARA PİYASASI (TL) FONU
DLZ,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,0.511697,21867122,11189351.15,44,DENİZ PORTFÖY ALİZE HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
DMG,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Fon Sepeti Fonu,6.757358,435543956,2943126566.26,15121,DENİZ PORTFÖY GÜMÜŞ FON SEPETİ FONU
DNF,A1 CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,1.391792,176241135,245290922.32,202,A1 CAPİTAL PORTFÖY DİNAMİK FON SEPETİ FONU
DNH,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,1.127753,14808065,16699839.11,61,DENİZ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
DNK,TACİRLER PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.66552,378640887,630634015.84,127,TACİRLER PORTFÖY DENGE KATILIM SERBEST FON
DNM,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,52.807276,27539899,1454307049.13,1054,QNB PORTFÖY DİNAMİK DAĞILIMLI SERBEST (DÖVİZ) FON
DNP,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,1.474532,946295650,1395342906.38,356,DENİZ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON
DOH,TERA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,2.566793,17636024843,45268031818,41799,TERA PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
DOL,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,53.662526,102483199,5499507298.24,377,AKTİF PORTFÖY ÜÇÜNCÜ AKTİF SERBEST (DÖVİZ) FON
DOV,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,61.30034,1192216223,73083259582.97,17151,DENİZ PORTFÖY ONÜÇÜNCÜ SERBEST (DÖVİZ-AVRO) FON
DPB,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,24.669518,378379373,9334436728.35,3058,DENİZ PORTFÖY SERBEST (DÖVİZ) FON
DPI,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,9.069148,36047359,326918835.87,144,DENİZ PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
DPK,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Katılım Fonu,8.851664,105648919,935168774.05,1379,DENİZ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU
DPT,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,18.251959,17253906,314917583.3,5049,DENİZ PORTFÖY BİST TEMETTÜ 25 ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )
DRA,NEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.164218,32635983,37995387.46,42,NEO PORTFÖY DORA SERBEST FON
DRT,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,1.210493,23610046,28579792.35,502,DENİZ PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON
DSD,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,72.232471,53116717,3836751726.2,1405,DENİZ PORTFÖY İKİNCİ SERBEST (DÖVİZ_AVRO) FON
DSP,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Fon Sepeti Fonu,14.912507,9774457,145761659.73,1212,DENİZ PORTFÖY DENGELİ FON SEPETİ FONU
DTH,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Hisse Senedi Fonu,1.298984,158590666,206006815.8,211,EMAA BLUE PORTFÖY DÖNÜŞÜM TEKNOLOJİLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
DTL,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,3.947094,38568471,152233399.1,3072,DENİZ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
DTM,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,1.47748,41872773,61866186.31,2718,DENİZ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER DEĞİŞKEN FON
DTZ,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,5.289486,110941124,586821560.29,8301,AK PORTFÖY ROBOTİK TEKNOLOJİLER DEĞİŞKEN FON
DUD,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,51.974125,7992827,415420189.51,265,DENİZ PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON
DUH,HEDEF PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,1.044251,128159333,133830518.15,446,HEDEF PORTFÖY UFUK HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
DUV,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Borçlanma Araçları Fonu,1.334067,43373954,57863760.87,215,DENİZ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU
DVS,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,1.612787,2550865796,4114003763.35,357,DENİZ PORTFÖY KISA VADELİ SERBEST (TL) FON
DVT,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,9.990826,90139011,900563187.56,10957,DENİZ PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON
DXP,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,1.844821,24396419,45007021.88,1024,DENİZ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
DYN,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,4.472056,12819285,57328562.56,1602,DENİZ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON
DZE,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Hisse Senedi Fonu,0.984474,194978500,191951175.6,2888,DENİZ PORTFÖY BIST 100 ENDEKSİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)
DZM,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,87.635534,124524363,10912759044.08,4057,DENİZ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON
EBD,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.263677,299269909,78910713.36,565,GLOBAL MD PORTFÖY İKİNCİ DEĞİŞKEN FON
EBI,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,57.037856,14178304,808700062.64,25,EMAA BLUE PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON
EBS,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,49.763525,93596371,4657685355.84,33,EMAA BLUE PORTFÖY BİRİNCİ SERBEST (DÖVİZ-ABD DOLARI) FON
EC2,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,84.984557,734743,62441791.39,1863,GLOBAL MD PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)
ECA,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,2.043694,218373990,446289656.65,1190,GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON
EDN,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,1.053448,268517706,282869368.97,41,EMAA BLUE PORTFÖY DENGELİ DEĞİŞKEN FON
EDP,NEO PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,1.201683,144854799,174069521.83,82,NEO PORTFÖY KORUNCUK EĞİTİME DESTEK PARA PİYASASI SERBEST FON
EDT,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,2.318659,419700419,973142340.06,602,DENİZ PORTFÖY TED EĞİTİME DESTEK SERBEST FON
EDU,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,3.676578,101196560,372057052.73,692,İŞ PORTFÖY TEV EĞİTİME DESTEK DEĞİŞKEN FON
EGR,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,1.030886,262435837,270541512.47,122,EMAA BLUE PORTFÖY AGRESİF DEĞİŞKEN FON
EIB,ASTRA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.691568,442356371,305919421.57,483,ASTRA PORTFÖY DEĞİŞKEN FON
EID,ASTRA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.906809,46906070,89440919.83,1806,ASTRA PORTFÖY HİSSE SENEDİ FONU (HİSSE YOĞUN FON)
EIL,ASTRA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,5.427575,179434679,973895147.31,1389,ASTRA PORTFÖY PARA PİYASASI (TL) FONU
EKF,ASTRA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,0.140476,8440218318,1185650162.46,4799,ASTRA PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU
ELZ,ASTRA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,13.448315,17131398,230388445.08,684,ASTRA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)
EML,AK PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.211284,33548443,40636701.99,956,AK PORTFÖY EMLAK SEKTÖRÜ DEĞİŞKEN FON
ENJ,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,1.372033,48796313,66950161.23,663,AKTİF PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
EP1,EMLAK KATILIM PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.096542,11130248610,12204779824.96,2125,EMLAK KATILIM PORTFÖY PARA PİYASASI KATILIM (TL) FONU
EPA,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.413962,402998479,569824450.45,164,EMAA BLUE PORTFÖY PARA PİYASASI KATILIM (TL) FONU
EPI,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.092837,252495869,275936881.05,334,EMAA BLUE PORTFÖY İNŞAAT SEKTÖRÜ KATILIM FONU
EPK,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Fon Sepeti Fonu,1.341965,169847608,227929566.16,1456,EMAA BLUE PORTFÖY KIYMETLİ MADENLER KATILIM FON SEPETİ FONU
EPP,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,1.521906,1263075508,1922281840.31,54,EMAA BLUE PORTFÖY PARA PİYASASI SERBEST FON
EPT,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Para Piyasası Fonu,1.371425,978547786,1342004727.82,72,EMAA BLUE PORTFÖY PARA PİYASASI (TL) FONU
ESG,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,4.153542,2695552,11196088.62,79,AKTİF PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK SERBEST FON
ESP,AURA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.23782,69545824,16539355.59,259,AURA PORTFÖY EMTİA SERBEST FON
ETN,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,1.025783,220119235,225794552.91,19,EMAA BLUE PORTFÖY TEMKİNLİ DEĞİŞKEN FON
EUN,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,63.910459,93462180,5973210824.11,3499,GARANTİ PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON
EUZ,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,63.505268,2323369176,147546181267.59,38678,GARANTİ PORTFÖY SERBEST (DÖVİZ-AVRO) FON
EVL,EMAA BLUE PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,0,0,0,0,EMAA BLUE PORTFÖY ÇOKLU VARLIK KATILIM FONU
EVM,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Değişken Fon,1.154245,52621987,60738644.84,656,DENİZ PORTFÖY ENERJİ VE MADENCİLİK SEKTÖRÜ DEĞİŞKEN FON
EYT,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,3.036543,13681370,41544070.99,471,AKTİF PORTFÖY İKİNCİ FON SEPETİ FONU
FAK,FONMAP PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Katılım Fonu,1.275512,15581022,19873776.63,352,FONMAP PORTFÖY ALTIN KATILIM FONU
FAL,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Ve Diğer Kıymetli Madenler Fonu,1.227205,260144303,319250430.88,592,ONE PORTFÖY ALTIN FONU
FBC,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.897867,96638972,183407874.73,5669,ONE PORTFÖY KAR PAYI ÖDEYEN KATILIM FONU
FBI,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,53.92027,320487205,17280756757.75,4976,FİBA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON
FBV,İŞ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,7.522024,82257813,618745259.96,1879,İŞ PORTFÖY MODEL SERBEST FON
FBZ,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,4.741271,62449769,296091254.97,394,FİBA PORTFÖY TEKNOLOJİ SERBEST FON
FCK,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,1.787329,241854905,432274369.78,537,ONE PORTFÖY ÇOKLU VARLIK KATILIM FONU
FD1,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,2.028276,9356098,18976749.12,139,ONE PORTFÖY BİRİNCİ DEĞİŞKEN FON
FDG,FONMAP PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Değişken Fon,2.665396,17602691,46918142.02,718,FONMAP PORTFÖY BİRİNCİ DEĞİŞKEN FON
FDV,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,6.032679,245000000,1478006352.61,1,AZİMUT PORTFÖY DMR SERBEST FON
FFH,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Katılım Fonu,8.834618,198227853,1751267430.43,2242,QNB PORTFÖY ÇOKLU VARLIK KATILIM FONU
FFP,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Fon Sepeti Fonu,7.795053,253764622,1978108615.62,2395,QNB PORTFÖY FON SEPETİ FONU
FI3,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,814.552098,2367053,1928087838.68,9782,QNB PORTFÖY BORÇLANMA ARAÇLARI FONU
FIB,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Altın Fonu,0.497673,9833158078,4893700366.57,12335,FİBA PORTFÖY ALTIN FONU
FID,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.044002,831480739,868067891.39,1697,FİBA PORTFÖY ÇOKLU VARLIK İKİNCİ DEĞİŞKEN FON
FIL,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Para Piyasası Fonu,0.38159,41501871221,15836693738.06,21343,FİBA PORTFÖY PARA PİYASASI (TL) FONU
FIT,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.235826,1186478470,279802806.08,643,FİBA PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU
FJB,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,7.295912,52712889,384588577.24,723,FİBA PORTFÖY BLOK ZİNCİRİ TEKNOLOJİLERİ SERBEST FON
FJZ,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,66.263793,22043016,1460653859.17,788,FİBA PORTFÖY FIRTINA SERBEST (DÖVİZ) FON
FKE,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,60.016347,817211410,49046043196.99,12173,QNB PORTFÖY KRİSTAL SERBEST (DÖVİZ-AVRO) FON
FLS,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,62.285724,67724027,4218240081.68,2356,YAPI KREDİ PORTFÖY FLORYA SERBEST (DÖVİZ-AVRO) FON
FLY,AKTİF PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,1.573879,62748745,98758946.35,2171,AKTİF PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON
FMG,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,3.31346,3627062805,12018126408.75,10051,QNB PORTFÖY GÜMÜŞ SERBEST FON
FMV,DENİZ PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,1.456943,114963952,167495882.57,33,DENİZ PORTFÖY FMV IŞIK ÜNİVERSİTESİ EĞİTİME DESTEK SERBEST FON
FNO,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Değişken Fon,0.206218,52351458663,10795800816.15,6521,QNB PORTFÖY BİRİNCİ DEĞİŞKEN FON
FNT,HEDEF PORTFÖY YÖNETİMİ A.Ş,AKTİF,Serbest Fon,2.004464,159080038,318870200.67,1696,HEDEF PORTFÖY MODEL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)
FP4,ONE PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,0.56827,165668388,94144319.16,124,ONE PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
FPE,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,76.545225,4393199,336278405.04,1419,FİBA PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU
FPG,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,2.180085,366954024,799990831.16,1994,FİBA PORTFÖY GÜMÜŞ SERBEST FON
FPH,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Hisse Senedi Fonu,34.820359,36459512,1269533291.52,4499,FİBA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)
FPI,FONMAP PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Para Piyasası Fonu,2.714233,26588146,72166419.16,201,FONMAP PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU
FPK,FİBA PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Borçlanma Araçları Fonu,0.100636,2243062228,225733618.92,1206,FİBA PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU
FPR,STRATEJİ PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,10.762795,16279454,175212424.2,34,STRATEJİ PORTFÖY FOREST HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
FPZ,QNB PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,70.296545,1932149266,135823418596.96,19502,QNB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON
FRA,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,AKTİF,Serbest Fon,32.185842,16346222,526116916,2,AZİMUT PORTFÖY MAB SERBEST FON
FRC,FONMAP PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ,AKTİF,Serbest Fon,1.490037,42712705,63643502.95,197,FONMAP PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)
